edge_id,source_node_id,target_node_id,edge_type,reason,confidence
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2218_G_constructive::pi_pedagogy_approach_codeforces_2044_F_constructive,pi::pedagogy::approach::codeforces_2218_G::constructive,pi::pedagogy::approach::codeforces_2044_F::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_F_constructive::pi_pedagogy_approach_codeforces_2044_G2_constructive,pi::pedagogy::approach::codeforces_2044_F::constructive,pi::pedagogy::approach::codeforces_2044_G2::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_G2_constructive::pi_pedagogy_approach_codeforces_2044_H_constructive,pi::pedagogy::approach::codeforces_2044_G2::constructive,pi::pedagogy::approach::codeforces_2044_H::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_H_constructive::pi_pedagogy_approach_codeforces_1985_H2_constructive,pi::pedagogy::approach::codeforces_2044_H::constructive,pi::pedagogy::approach::codeforces_1985_H2::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::NEXT_PRACTICE_STEP::pi_pedagogy_approach_codeforces_1985_H2_constructive::pi_pedagogy_approach_codeforces_2009_G3_constructive,pi::pedagogy::approach::codeforces_1985_H2::constructive,pi::pedagogy::approach::codeforces_2009_G3::constructive,NEXT_PRACTICE_STEP,Both approaches use constructive; sorted by normalized difficulty for curriculum-style traversal.,0.58
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_A_data_structures::pi_pedagogy_approach_codeforces_2185_D_data_structures,pi::pedagogy::approach::codeforces_2148_A::data_structures,pi::pedagogy::approach::codeforces_2185_D::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_D_data_structures::pi_pedagogy_approach_codeforces_2094_E_data_structures,pi::pedagogy::approach::codeforces_2185_D::data_structures,pi::pedagogy::approach::codeforces_2094_E::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2094_E_data_structures::pi_pedagogy_approach_codeforces_2148_E_data_structures,pi::pedagogy::approach::codeforces_2094_E::data_structures,pi::pedagogy::approach::codeforces_2148_E::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_E_data_structures::pi_pedagogy_approach_codeforces_2218_E_data_structures,pi::pedagogy::approach::codeforces_2148_E::data_structures,pi::pedagogy::approach::codeforces_2218_E::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2218_E_data_structures::pi_pedagogy_approach_codeforces_1985_F_data_structures,pi::pedagogy::approach::codeforces_2218_E::data_structures,pi::pedagogy::approach::codeforces_1985_F::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_F_data_structures::pi_pedagogy_approach_codeforces_2167_E_data_structures,pi::pedagogy::approach::codeforces_1985_F::data_structures,pi::pedagogy::approach::codeforces_2167_E::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_E_data_structures::pi_pedagogy_approach_codeforces_2167_G_data_structures,pi::pedagogy::approach::codeforces_2167_E::data_structures,pi::pedagogy::approach::codeforces_2167_G::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_G_data_structures::pi_pedagogy_approach_codeforces_1985_H1_data_structures,pi::pedagogy::approach::codeforces_2167_G::data_structures,pi::pedagogy::approach::codeforces_1985_H1::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_H1_data_structures::pi_pedagogy_approach_codeforces_2009_F_data_structures,pi::pedagogy::approach::codeforces_1985_H1::data_structures,pi::pedagogy::approach::codeforces_2009_F::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_F_data_structures::pi_pedagogy_approach_codeforces_2065_F_data_structures,pi::pedagogy::approach::codeforces_2009_F::data_structures,pi::pedagogy::approach::codeforces_2065_F::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2065_F_data_structures::pi_pedagogy_approach_codeforces_2094_G_data_structures,pi::pedagogy::approach::codeforces_2065_F::data_structures,pi::pedagogy::approach::codeforces_2094_G::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2094_G_data_structures::pi_pedagogy_approach_codeforces_2185_F_data_structures,pi::pedagogy::approach::codeforces_2094_G::data_structures,pi::pedagogy::approach::codeforces_2185_F::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_F_data_structures::pi_pedagogy_approach_codeforces_2185_G_data_structures,pi::pedagogy::approach::codeforces_2185_F::data_structures,pi::pedagogy::approach::codeforces_2185_G::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_G_data_structures::pi_pedagogy_approach_codeforces_2009_G1_data_structures,pi::pedagogy::approach::codeforces_2185_G::data_structures,pi::pedagogy::approach::codeforces_2009_G1::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_G1_data_structures::pi_pedagogy_approach_codeforces_2044_F_data_structures,pi::pedagogy::approach::codeforces_2009_G1::data_structures,pi::pedagogy::approach::codeforces_2044_F::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_F_data_structures::pi_pedagogy_approach_codeforces_2044_G2_data_structures,pi::pedagogy::approach::codeforces_2044_F::data_structures,pi::pedagogy::approach::codeforces_2044_G2::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_G2_data_structures::pi_pedagogy_approach_codeforces_2148_G_data_structures,pi::pedagogy::approach::codeforces_2044_G2::data_structures,pi::pedagogy::approach::codeforces_2148_G::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_G_data_structures::pi_pedagogy_approach_codeforces_2044_H_data_structures,pi::pedagogy::approach::codeforces_2148_G::data_structures,pi::pedagogy::approach::codeforces_2044_H::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_H_data_structures::pi_pedagogy_approach_codeforces_1985_H2_data_structures,pi::pedagogy::approach::codeforces_2044_H::data_structures,pi::pedagogy::approach::codeforces_1985_H2::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_H2_data_structures::pi_pedagogy_approach_codeforces_2009_G2_data_structures,pi::pedagogy::approach::codeforces_1985_H2::data_structures,pi::pedagogy::approach::codeforces_2009_G2::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_G2_data_structures::pi_pedagogy_approach_codeforces_2065_H_data_structures,pi::pedagogy::approach::codeforces_2009_G2::data_structures,pi::pedagogy::approach::codeforces_2065_H::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2065_H_data_structures::pi_pedagogy_approach_codeforces_2185_H_data_structures,pi::pedagogy::approach::codeforces_2065_H::data_structures,pi::pedagogy::approach::codeforces_2185_H::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_H_data_structures::pi_pedagogy_approach_codeforces_2009_G3_data_structures,pi::pedagogy::approach::codeforces_2185_H::data_structures,pi::pedagogy::approach::codeforces_2009_G3::data_structures,SAME_PATTERN_AS,Both approaches use data_structures and have nearby difficulty.,0.66
pi_ped_edge::NEXT_PRACTICE_STEP::pi_pedagogy_approach_codeforces_2185_A_direct_formula::pi_pedagogy_approach_codeforces_2148_E_direct_formula,pi::pedagogy::approach::codeforces_2185_A::direct_formula,pi::pedagogy::approach::codeforces_2148_E::direct_formula,NEXT_PRACTICE_STEP,Both approaches use direct_formula; sorted by normalized difficulty for curriculum-style traversal.,0.58
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_E_direct_formula::pi_pedagogy_approach_codeforces_2009_D_direct_formula,pi::pedagogy::approach::codeforces_2148_E::direct_formula,pi::pedagogy::approach::codeforces_2009_D::direct_formula,SAME_PATTERN_AS,Both approaches use direct_formula and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_D_direct_formula::pi_pedagogy_approach_codeforces_2009_E_direct_formula,pi::pedagogy::approach::codeforces_2009_D::direct_formula,pi::pedagogy::approach::codeforces_2009_E::direct_formula,SAME_PATTERN_AS,Both approaches use direct_formula and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_E_direct_formula::pi_pedagogy_approach_codeforces_2167_F_direct_formula,pi::pedagogy::approach::codeforces_2009_E::direct_formula,pi::pedagogy::approach::codeforces_2167_F::direct_formula,SAME_PATTERN_AS,Both approaches use direct_formula and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_F_direct_formula::pi_pedagogy_approach_codeforces_2148_F_direct_formula,pi::pedagogy::approach::codeforces_2167_F::direct_formula,pi::pedagogy::approach::codeforces_2148_F::direct_formula,SAME_PATTERN_AS,Both approaches use direct_formula and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_F_direct_formula::pi_pedagogy_approach_codeforces_2044_F_direct_formula,pi::pedagogy::approach::codeforces_2148_F::direct_formula,pi::pedagogy::approach::codeforces_2044_F::direct_formula,SAME_PATTERN_AS,Both approaches use direct_formula and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_F_direct_formula::pi_pedagogy_approach_codeforces_2094_H_direct_formula,pi::pedagogy::approach::codeforces_2044_F::direct_formula,pi::pedagogy::approach::codeforces_2094_H::direct_formula,SAME_PATTERN_AS,Both approaches use direct_formula and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2094_H_direct_formula::pi_pedagogy_approach_codeforces_2148_G_direct_formula,pi::pedagogy::approach::codeforces_2094_H::direct_formula,pi::pedagogy::approach::codeforces_2148_G::direct_formula,SAME_PATTERN_AS,Both approaches use direct_formula and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_D_dynamic_programming::pi_pedagogy_approach_codeforces_2065_C1_dynamic_programming,pi::pedagogy::approach::codeforces_2148_D::dynamic_programming,pi::pedagogy::approach::codeforces_2065_C1::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2065_C1_dynamic_programming::pi_pedagogy_approach_codeforces_2148_E_dynamic_programming,pi::pedagogy::approach::codeforces_2065_C1::dynamic_programming,pi::pedagogy::approach::codeforces_2148_E::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_E_dynamic_programming::pi_pedagogy_approach_codeforces_1999_E_dynamic_programming,pi::pedagogy::approach::codeforces_2148_E::dynamic_programming,pi::pedagogy::approach::codeforces_1999_E::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1999_E_dynamic_programming::pi_pedagogy_approach_codeforces_2218_F_dynamic_programming,pi::pedagogy::approach::codeforces_1999_E::dynamic_programming,pi::pedagogy::approach::codeforces_2218_F::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2218_F_dynamic_programming::pi_pedagogy_approach_codeforces_2167_F_dynamic_programming,pi::pedagogy::approach::codeforces_2218_F::dynamic_programming,pi::pedagogy::approach::codeforces_2167_F::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_F_dynamic_programming::pi_pedagogy_approach_codeforces_2167_G_dynamic_programming,pi::pedagogy::approach::codeforces_2167_F::dynamic_programming,pi::pedagogy::approach::codeforces_2167_G::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_G_dynamic_programming::pi_pedagogy_approach_codeforces_2094_G_dynamic_programming,pi::pedagogy::approach::codeforces_2167_G::dynamic_programming,pi::pedagogy::approach::codeforces_2094_G::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2094_G_dynamic_programming::pi_pedagogy_approach_codeforces_2044_G2_dynamic_programming,pi::pedagogy::approach::codeforces_2094_G::dynamic_programming,pi::pedagogy::approach::codeforces_2044_G2::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_G2_dynamic_programming::pi_pedagogy_approach_codeforces_2044_H_dynamic_programming,pi::pedagogy::approach::codeforces_2044_G2::dynamic_programming,pi::pedagogy::approach::codeforces_2044_H::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_H_dynamic_programming::pi_pedagogy_approach_codeforces_1985_H2_dynamic_programming,pi::pedagogy::approach::codeforces_2044_H::dynamic_programming,pi::pedagogy::approach::codeforces_1985_H2::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_H2_dynamic_programming::pi_pedagogy_approach_codeforces_2009_G2_dynamic_programming,pi::pedagogy::approach::codeforces_1985_H2::dynamic_programming,pi::pedagogy::approach::codeforces_2009_G2::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_G2_dynamic_programming::pi_pedagogy_approach_codeforces_2065_H_dynamic_programming,pi::pedagogy::approach::codeforces_2009_G2::dynamic_programming,pi::pedagogy::approach::codeforces_2065_H::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2065_H_dynamic_programming::pi_pedagogy_approach_codeforces_2185_H_dynamic_programming,pi::pedagogy::approach::codeforces_2065_H::dynamic_programming,pi::pedagogy::approach::codeforces_2185_H::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_H_dynamic_programming::pi_pedagogy_approach_codeforces_2009_G3_dynamic_programming,pi::pedagogy::approach::codeforces_2185_H::dynamic_programming,pi::pedagogy::approach::codeforces_2009_G3::dynamic_programming,SAME_PATTERN_AS,Both approaches use dynamic_programming and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2094_A_graphs::pi_pedagogy_approach_codeforces_2148_B_graphs,pi::pedagogy::approach::codeforces_2094_A::graphs,pi::pedagogy::approach::codeforces_2148_B::graphs,SAME_PATTERN_AS,Both approaches use graphs and have nearby difficulty.,0.66
