node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::pedagogy::approach::codeforces_1999_C::constructive,pi::problem::codeforces_1999_C,codeforces_1999_C,APPROACH,Showering - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Showering

C. Showering
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

As a computer science student, Alex faces a hard challenge - showering. He tries to shower daily, but despite his best efforts there are always challenges. He takes $s$ minutes to shower and a day only has $m$ minutes!
He. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,70,codeforces,800.0,"[""greedy"", ""implementation_constructive"", ""constructive""]","[""greedy"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/1999/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Showering\n\nC. Showering\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nAs a computer science student, Alex faces a hard challenge - showering. He tries to shower daily, but despite his best efforts there are always challenges. He takes $s$ minutes to shower and a day only has $m$ minutes!\nHe""}"
pi::pedagogy::approach::codeforces_1999_B::brute_force,pi::problem::codeforces_1999_B,codeforces_1999_B,APPROACH,Card Game - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: brute force constructive algorithms implementation. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,71,codeforces,1000.0,"[""implementation_constructive"", ""brute_force""]","[""implementation_constructive""]",https://codeforces.com/problemset/problem/1999/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""brute force constructive algorithms implementation""}"
pi::pedagogy::approach::codeforces_1999_B::constructive,pi::problem::codeforces_1999_B,codeforces_1999_B,APPROACH,Card Game - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Card Game

B. Card Game
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Suneet and Slavic play a card game. The rules of the game are as follows:
Each card has an integer value between $1$ and $10$.
Each player receives $2$ cards which are face-down (so a player doesn't know their cards).
The. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,71,codeforces,1000.0,"[""implementation_constructive"", ""constructive""]","[""implementation_constructive""]",https://codeforces.com/problemset/problem/1999/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Card Game\n\nB. Card Game\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nSuneet and Slavic play a card game. The rules of the game are as follows:\nEach card has an integer value between $1$ and $10$.\nEach player receives $2$ cards which are face-down (so a player doesn't know their cards).\nThe""}"
pi::pedagogy::approach::codeforces_1999_A::constructive,pi::problem::codeforces_1999_A,codeforces_1999_A,APPROACH,A+B Again? - Constructive Approach,"This problem can be interpreted through constructive. Evidence: A+B Again?

A. A+B Again?
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

Given a two-digit positive integer $n$, find the sum of its digits.

The first line contains an integer $t$ ($1 \leq t \leq 90$) - the number of test cases.
The only line of each test case contains a single two-digit. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,72,codeforces,800.0,"[""implementation_constructive"", ""math"", ""constructive""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/1999/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""A+B Again?\n\nA. A+B Again?\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nGiven a two-digit positive integer $n$, find the sum of its digits.\n\nThe first line contains an integer $t$ ($1 \\leq t \\leq 90$) - the number of test cases.\nThe only line of each test case contains a single two-digit""}"
pi::pedagogy::approach::codeforces_1985_H2::data_structures,pi::problem::codeforces_1985_H2,codeforces_1985_H2,APPROACH,Maximize the Largest Component (Hard Version) - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: data structures dfs and similar dp dsu implementation. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,73,codeforces,2200.0,"[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive""]","[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive"", ""techniques""]",https://codeforces.com/problemset/problem/1985/H2,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""data structures dfs and similar dp dsu implementation""}"
pi::pedagogy::approach::codeforces_1985_H2::dynamic_programming,pi::problem::codeforces_1985_H2,codeforces_1985_H2,APPROACH,Maximize the Largest Component (Hard Version) - Dynamic Programming Approach,"This problem can be interpreted through dynamic programming. Evidence: data structures dfs and similar dp dsu implementation. Prerequisites: state_design, transition_reasoning, base_cases. Common risks: wrong_state, missing_base_case, bad_complexity.",4,73,codeforces,2200.0,"[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive""]","[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive"", ""techniques""]",https://codeforces.com/problemset/problem/1985/H2,"{""layer"": ""pedagogical_graph"", ""technique"": ""dynamic_programming"", ""prerequisites"": [""state_design"", ""transition_reasoning"", ""base_cases""], ""risks"": [""wrong_state"", ""missing_base_case"", ""bad_complexity""], ""evidence"": ""data structures dfs and similar dp dsu implementation""}"
pi::pedagogy::approach::codeforces_1985_H2::constructive,pi::problem::codeforces_1985_H2,codeforces_1985_H2,APPROACH,Maximize the Largest Component (Hard Version) - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Maximize the Largest Component (Hard Version)

H2. Maximize the Largest Component (Hard Version)
time limit per test
2 seconds
memory limit per test
512 megabytes
input
standard input
output
standard output

Easy and hard versions are actually different problems, so read statements of both problems completely and carefully. The only difference between the. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,73,codeforces,2200.0,"[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive"", ""constructive""]","[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive"", ""techniques""]",https://codeforces.com/problemset/problem/1985/H2,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Maximize the Largest Component (Hard Version)\n\nH2. Maximize the Largest Component (Hard Version)\ntime limit per test\n2 seconds\nmemory limit per test\n512 megabytes\ninput\nstandard input\noutput\nstandard output\n\nEasy and hard versions are actually different problems, so read statements of both problems completely and carefully. The only difference between the""}"
pi::pedagogy::approach::codeforces_1985_H2::graphs,pi::problem::codeforces_1985_H2,codeforces_1985_H2,APPROACH,Maximize the Largest Component (Hard Version) - Graphs Approach,"This problem can be interpreted through graphs. Evidence: All these values can be found with a dfs.. Prerequisites: graph_modeling, dfs_bfs, tree_invariants. Common risks: visited_state_bug, recursion_depth, wrong_tree_root.",4,73,codeforces,2200.0,"[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive""]","[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive"", ""techniques""]",https://codeforces.com/problemset/problem/1985/H2,"{""layer"": ""pedagogical_graph"", ""technique"": ""graphs"", ""prerequisites"": [""graph_modeling"", ""dfs_bfs"", ""tree_invariants""], ""risks"": [""visited_state_bug"", ""recursion_depth"", ""wrong_tree_root""], ""evidence"": ""All these values can be found with a dfs.""}"
pi::pedagogy::approach::codeforces_1985_H2::prefix_sums,pi::problem::codeforces_1985_H2,codeforces_1985_H2,APPROACH,Maximize the Largest Component (Hard Version) - Prefix Sums Approach,"This problem can be interpreted through prefix sums. Evidence: This can be done naively or with prefix sums.. Prerequisites: range_aggregation, index_boundaries. Common risks: indexing_bug, off_by_one.",4,73,codeforces,2200.0,"[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive"", ""prefix_sums""]","[""data_structures"", ""graphs"", ""dynamic_programming"", ""implementation_constructive"", ""techniques""]",https://codeforces.com/problemset/problem/1985/H2,"{""layer"": ""pedagogical_graph"", ""technique"": ""prefix_sums"", ""prerequisites"": [""range_aggregation"", ""index_boundaries""], ""risks"": [""indexing_bug"", ""off_by_one""], ""evidence"": ""This can be done naively or with prefix sums.""}"
pi::pedagogy::approach::codeforces_1985_H1::brute_force,pi::problem::codeforces_1985_H1,codeforces_1985_H1,APPROACH,Maximize the Largest Component (Easy Version) - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: brute force data structures dfs and similar dsu graphs implementation. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,74,codeforces,1700.0,"[""implementation_constructive"", ""data_structures"", ""graphs"", ""brute_force""]","[""implementation_constructive"", ""data_structures"", ""graphs"", ""techniques""]",https://codeforces.com/problemset/problem/1985/H1,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""brute force data structures dfs and similar dsu graphs implementation""}"
pi::pedagogy::approach::codeforces_1985_H1::data_structures,pi::problem::codeforces_1985_H1,codeforces_1985_H1,APPROACH,Maximize the Largest Component (Easy Version) - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: brute force data structures dfs and similar dsu graphs implementation. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,74,codeforces,1700.0,"[""implementation_constructive"", ""data_structures"", ""graphs""]","[""implementation_constructive"", ""data_structures"", ""graphs"", ""techniques""]",https://codeforces.com/problemset/problem/1985/H1,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""brute force data structures dfs and similar dsu graphs implementation""}"
pi::pedagogy::approach::codeforces_1985_H1::graphs,pi::problem::codeforces_1985_H1,codeforces_1985_H1,APPROACH,Maximize the Largest Component (Easy Version) - Graphs Approach,"This problem can be interpreted through graphs. Evidence: Note that we can find these values with a dfs.. Prerequisites: graph_modeling, dfs_bfs, tree_invariants. Common risks: visited_state_bug, recursion_depth, wrong_tree_root.",4,74,codeforces,1700.0,"[""implementation_constructive"", ""data_structures"", ""graphs""]","[""implementation_constructive"", ""data_structures"", ""graphs"", ""techniques""]",https://codeforces.com/problemset/problem/1985/H1,"{""layer"": ""pedagogical_graph"", ""technique"": ""graphs"", ""prerequisites"": [""graph_modeling"", ""dfs_bfs"", ""tree_invariants""], ""risks"": [""visited_state_bug"", ""recursion_depth"", ""wrong_tree_root""], ""evidence"": ""Note that we can find these values with a dfs.""}"
pi::pedagogy::approach::codeforces_1985_H1::constructive,pi::problem::codeforces_1985_H1,codeforces_1985_H1,APPROACH,Maximize the Largest Component (Easy Version) - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Maximize the Largest Component (Easy Version)

H1. Maximize the Largest Component (Easy Version)
time limit per test
2 seconds
memory limit per test
512 megabytes
input
standard input
output
standard output

Easy and hard versions are actually different problems, so read statements of both problems completely and carefully. The only difference between the. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,74,codeforces,1700.0,"[""implementation_constructive"", ""data_structures"", ""graphs"", ""constructive""]","[""implementation_constructive"", ""data_structures"", ""graphs"", ""techniques""]",https://codeforces.com/problemset/problem/1985/H1,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Maximize the Largest Component (Easy Version)\n\nH1. Maximize the Largest Component (Easy Version)\ntime limit per test\n2 seconds\nmemory limit per test\n512 megabytes\ninput\nstandard input\noutput\nstandard output\n\nEasy and hard versions are actually different problems, so read statements of both problems completely and carefully. The only difference between the""}"
